"Year
of
Death","Geographic
Region",State of Death,Sex,"Veteran
Suicides"
2015,Midwestern,South Dakota,Female,<10
2015,Midwestern,South Dakota,All,27
2015,Midwestern,Wisconsin,Male,110-120
2015,Midwestern,Wisconsin,Female,<10
2015,Midwestern,Wisconsin,All,121
2015,Southern,Alabama,Male,130-140
2015,Southern,Alabama,Female,<10
2015,Southern,Alabama,All,137
2015,Southern,Arkansas,Male,90-100
2015,Southern,Arkansas,Female,<10
2015,Southern,Arkansas,All,101
2015,Southern,Delaware,Male,10-20
2015,Southern,Delaware,Female,<10
2015,Southern,Delaware,All,12
2015,Southern,District of Columbia,Male,<10
2015,Southern,District of Columbia,Female,<10
2015,Southern,District of Columbia,All,<10
2015,Southern,Florida,Male,568
2015,Southern,Florida,Female,31
2015,Southern,Florida,All,599
2015,Southern,Georgia,Male,190
2015,Southern,Georgia,Female,11
2015,Southern,Georgia,All,201
2015,Southern,Kentucky,Male,120-130
2015,Southern,Kentucky,Female,<10
2015,Southern,Kentucky,All,133
2015,Southern,Louisiana,Male,90-100
2015,Southern,Louisiana,Female,<10
2015,Southern,Louisiana,All,100
2015,Southern,Maryland,Male,80-90
2015,Southern,Maryland,Female,<10
2015,Southern,Maryland,All,84
2015,Southern,Mississippi,Male,60-70
2015,Southern,Mississippi,Female,<10
2015,Southern,Mississippi,All,66
2015,Southern,North Carolina,Male,214
2015,Southern,North Carolina,Female,13
2015,Southern,North Carolina,All,227
2015,Southern,Oklahoma,Male,120-130
2015,Southern,Oklahoma,Female,<10
2015,Southern,Oklahoma,All,135
2015,Southern,South Carolina,Male,120-130
2015,Southern,South Carolina,Female,<10
2015,Southern,South Carolina,All,126
2015,Southern,Tennessee,Male,150-160
2015,Southern,Tennessee,Female,<10
2015,Southern,Tennessee,All,158
2015,Southern,Texas,Male,491
2015,Southern,Texas,Female,42
2015,Southern,Texas,All,533
2015,Southern,Virginia,Male,173
2015,Southern,Virginia,Female,12
2015,Southern,Virginia,All,185
2015,Southern,West Virginia,Male,50-60
2015,Southern,West Virginia,Female,<10
2015,Southern,West Virginia,All,61
2015,Western,Alaska,Male,20-30
2015,Western,Alaska,Female,<10
2015,Western,Alaska,All,27
2015,Western,Arizona,Male,211
2015,Western,Arizona,Female,15
2015,Western,Arizona,All,226
2015,Western,California,Male,530
2015,Western,California,Female,24
2015,Western,California,All,554
2015,Western,Colorado,Male,160-170
2015,Western,Colorado,Female,<10
2015,Western,Colorado,All,171
2015,Western,Hawaii,Male,20-30
2015,Western,Hawaii,Female,<10
2015,Western,Hawaii,All,27
2015,Western,Idaho,Male,50-60
2015,Western,Idaho,Female,<10
2015,Western,Idaho,All,61
2015,Western,Montana,Male,40-50
2015,Western,Montana,Female,<10
2015,Western,Montana,All,47
2015,Western,Nevada,Male,90-100
2015,Western,Nevada,Female,<10
2015,Western,Nevada,All,102
2015,Western,New Mexico,Male,70-80
2015,Western,New Mexico,Female,<10
2015,Western,New Mexico,All,77
2015,Western,Oregon,Male,120-130
2015,Western,Oregon,Female,<10
2015,Western,Oregon,All,135
2015,Western,Utah,Male,60-70
2015,Western,Utah,Female,<10
2015,Western,Utah,All,64
2015,Western,Washington,Male,171
2015,Western,Washington,Female,11
2015,Western,Washington,All,182
2015,Western,Wyoming,Male,20-30
2015,Western,Wyoming,Female,<10
2015,Western,Wyoming,All,26
2015,All,U.S. Total,Male,6309
2015,All,U.S. Total,Female,315
2015,All,U.S. Total,All,6624
2016,Northeastern,Connecticut,Male,30-40
2016,Northeastern,Connecticut,Female,<10
2016,Northeastern,Connecticut,All,38
2016,Northeastern,Maine,Male,30-40
2016,Northeastern,Maine,Female,<10
2016,Northeastern,Maine,All,32
2016,Northeastern,Massachusetts,Male,70-80
2016,Northeastern,Massachusetts,Female,<10
2016,Northeastern,Massachusetts,All,74
2016,Northeastern,New Hampshire,Male,30-40
2016,Northeastern,New Hampshire,Female,<10
2016,Northeastern,New Hampshire,All,38
2016,Northeastern,New Jersey,Male,70-80
2016,Northeastern,New Jersey,Female,<10
2016,Northeastern,New Jersey,All,77
2016,Northeastern,New York,Male,156
2016,Northeastern,New York,Female,10
2016,Northeastern,New York,All,166
2016,Northeastern,Pennsylvania,Male,280-290
2016,Northeastern,Pennsylvania,Female,<10
2016,Northeastern,Pennsylvania,All,290
2016,Northeastern,Rhode Island,Male,10-20
2016,Northeastern,Rhode Island,Female,<10
2016,Northeastern,Rhode Island,All,19
2016,Northeastern,Vermont,Male,20-30
2016,Northeastern,Vermont,Female,<10
2016,Northeastern,Vermont,All,28
2016,Midwestern,Illinois,Male,160-170
2016,Midwestern,Illinois,Female,<10
2016,Midwestern,Illinois,All,170
2016,Midwestern,Indiana,Male,70-80
2016,Midwestern,Indiana,Female,<10
2016,Midwestern,Indiana,All,75
2016,Midwestern,Iowa,Male,60-70
2016,Midwestern,Iowa,Female,<10
2016,Midwestern,Iowa,All,69
2016,Midwestern,Kansas,Male,50-60
2016,Midwestern,Kansas,Female,<10
2016,Midwestern,Kansas,All,60
2016,Midwestern,Michigan,Male,160-170
2016,Midwestern,Michigan,Female,<10
2016,Midwestern,Michigan,All,176
2016,Midwestern,Minnesota,Male,90-100
2016,Midwestern,Minnesota,Female,<10
2016,Midwestern,Minnesota,All,102
2016,Midwestern,Missouri,Male,160
2016,Midwestern,Missouri,Female,10
2016,Midwestern,Missouri,All,170
2016,Midwestern,Nebraska,Male,20-30
2016,Midwestern,Nebraska,Female,<10
2016,Midwestern,Nebraska,All,29
2016,Midwestern,North Dakota,Male,10-20
2016,Midwestern,North Dakota,Female,<10
2016,Midwestern,North Dakota,All,18
2016,Midwestern,Ohio,Male,240-250
2016,Midwestern,Ohio,Female,<10
2016,Midwestern,Ohio,All,258
2016,Midwestern,South Dakota,Male,10-20
2016,Midwestern,South Dakota,Female,<10
2016,Midwestern,South Dakota,All,21
2016,Midwestern,Wisconsin,Male,130-140
2016,Midwestern,Wisconsin,Female,<10
2016,Midwestern,Wisconsin,All,141
2016,Southern,Alabama,Male,130-140
2016,Southern,Alabama,Female,<10
2016,Southern,Alabama,All,134
2016,Southern,Arkansas,Male,90-100
2016,Southern,Arkansas,Female,<10
2016,Southern,Arkansas,All,98
2016,Southern,Delaware,Male,20-30
2016,Southern,Delaware,Female,<10
2016,Southern,Delaware,All,25
2016,Southern,District of Columbia,Male,<10
2016,Southern,District of Columbia,Female,<10
2016,Southern,District of Columbia,All,<10
2016,Southern,Florida,Male,534
2016,Southern,Florida,Female,29
2016,Southern,Florida,All,563
2016,Southern,Georgia,Male,200-210
2016,Southern,Georgia,Female,<10
2016,Southern,Georgia,All,208
2016,Southern,Kentucky,Male,100-110
2016,Southern,Kentucky,Female,<10
2016,Southern,Kentucky,All,114
2016,Southern,Louisiana,Male,70-80
2016,Southern,Louisiana,Female,<10
2016,Southern,Louisiana,All,82
2016,Southern,Maryland,Male,70-80
2016,Southern,Maryland,Female,<10
2016,Southern,Maryland,All,76
2016,Southern,Mississippi,Male,50-60
2016,Southern,Mississippi,Female,<10
2016,Southern,Mississippi,All,56
2016,Southern,North Carolina,Male,174
2016,Southern,North Carolina,Female,12
2016,Southern,North Carolina,All,186
2016,Southern,Oklahoma,Male,100-110
2016,Southern,Oklahoma,Female,<10
2016,Southern,Oklahoma,All,114
2016,Southern,South Carolina,Male,120-130
2016,Southern,South Carolina,Female,<10
2016,Southern,South Carolina,All,130
2016,Southern,Tennessee,Male,168
2016,Southern,Tennessee,Female,12
2016,Southern,Tennessee,All,180
2016,Southern,Texas,Male,522
2016,Southern,Texas,Female,31
2016,Southern,Texas,All,553
2016,Southern,Virginia,Male,198
2016,Southern,Virginia,Female,13
2016,Southern,Virginia,All,211
2016,Southern,West Virginia,Male,50-60
2016,Southern,West Virginia,Female,<10
2016,Southern,West Virginia,All,53
2016,Western,Alaska,Male,10-20
2016,Western,Alaska,Female,<10
2016,Western,Alaska,All,17
2016,Western,Arizona,Male,227
2016,Western,Arizona,Female,13
2016,Western,Arizona,All,240
2016,Western,California,Male,491
2016,Western,California,Female,24
2016,Western,California,All,515
2016,Western,Colorado,Male,160-170
2016,Western,Colorado,Female,<10
2016,Western,Colorado,All,175
2016,Western,Hawaii,Male,10-20
2016,Western,Hawaii,Female,<10
2016,Western,Hawaii,All,12
2016,Western,Idaho,Male,50-60
2016,Western,Idaho,Female,<10
2016,Western,Idaho,All,62
2016,Western,Montana,Male,40-50
2016,Western,Montana,Female,<10
2016,Western,Montana,All,48
2016,Western,Nevada,Male,100-110
2016,Western,Nevada,Female,<10
2016,Western,Nevada,All,113
2016,Western,New Mexico,Male,60-70
2016,Western,New Mexico,Female,<10
2016,Western,New Mexico,All,72
2016,Western,Oregon,Male,120-130
2016,Western,Oregon,Female,<10
2016,Western,Oregon,All,134
2016,Western,Utah,Male,50-60
2016,Western,Utah,Female,<10
2016,Western,Utah,All,62
2016,Western,Washington,Male,178
2016,Western,Washington,Female,10
2016,Western,Washington,All,188
2016,Western,Wyoming,Male,10-20
2016,Western,Wyoming,Female,<10
2016,Western,Wyoming,All,22
2016,All,U.S. Total,Male,6197
2016,All,U.S. Total,Female,299
2016,All,U.S. Total,All,6496
2017,Northeastern,Connecticut,Male,30-40
2017,Northeastern,Connecticut,Female,<10
2017,Northeastern,Connecticut,All,39
2017,Northeastern,Maine,Male,40-50
2017,Northeastern,Maine,Female,<10
2017,Northeastern,Maine,All,52
2017,Northeastern,Massachusetts,Male,60-70
2017,Northeastern,Massachusetts,Female,<10
2017,Northeastern,Massachusetts,All,67
2017,Northeastern,New Hampshire,Male,30-40
2017,Northeastern,New Hampshire,Female,<10
2017,Northeastern,New Hampshire,All,37
2017,Northeastern,New Jersey,Male,70-80
2017,Northeastern,New Jersey,Female,<10
2017,Northeastern,New Jersey,All,82
2017,Northeastern,New York,Male,140-150
2017,Northeastern,New York,Female,<10
2017,Northeastern,New York,All,157
2017,Northeastern,Pennsylvania,Male,279
2017,Northeastern,Pennsylvania,Female,15
2017,Northeastern,Pennsylvania,All,294
2017,Northeastern,Rhode Island,Male,0-10
2017,Northeastern,Rhode Island,Female,<10
2017,Northeastern,Rhode Island,All,12
2017,Northeastern,Vermont,Male,0-10
2017,Northeastern,Vermont,Female,<10
2017,Northeastern,Vermont,All,10
2017,Midwestern,Illinois,Male,170-180
2017,Midwestern,Illinois,Female,<10
2017,Midwestern,Illinois,All,187
2017,Midwestern,Indiana,Male,120-130
2017,Midwestern,Indiana,Female,<10
2017,Midwestern,Indiana,All,134
2017,Midwestern,Iowa,Male,60-70
2017,Midwestern,Iowa,Female,<10
2017,Midwestern,Iowa,All,68
2017,Midwestern,Kansas,Male,70-80
2017,Midwestern,Kansas,Female,<10
2017,Midwestern,Kansas,All,77
2017,Midwestern,Michigan,Male,180-190
2017,Midwestern,Michigan,Female,<10
2017,Midwestern,Michigan,All,197
2017,Midwestern,Minnesota,Male,90-100
2017,Midwestern,Minnesota,Female,<10
2017,Midwestern,Minnesota,All,104
2017,Midwestern,Missouri,Male,160-170
2017,Midwestern,Missouri,Female,<10
2017,Midwestern,Missouri,All,172
2017,Midwestern,Nebraska,Male,30-40
2017,Midwestern,Nebraska,Female,<10
2017,Midwestern,Nebraska,All,40
2017,Midwestern,North Dakota,Male,10-20
2017,Midwestern,North Dakota,Female,<10
2017,Midwestern,North Dakota,All,22
2017,Midwestern,Ohio,Male,249
2017,Midwestern,Ohio,Female,14
2017,Midwestern,Ohio,All,263
2017,Midwestern,South Dakota,Male,20-30
2017,Midwestern,South Dakota,Female,<10
2017,Midwestern,South Dakota,All,22
2017,Midwestern,Wisconsin,Male,130-140
2017,Midwestern,Wisconsin,Female,<10
2017,Midwestern,Wisconsin,All,140
2017,Southern,Alabama,Male,120-130
2017,Southern,Alabama,Female,<10
2017,Southern,Alabama,All,135
2017,Southern,Arkansas,Male,100-110
2017,Southern,Arkansas,Female,<10
2017,Southern,Arkansas,All,109
2017,Southern,Delaware,Male,10-20
2017,Southern,Delaware,Female,<10
2017,Southern,Delaware,All,17
2017,Southern,District of Columbia,Male,<10
2017,Southern,District of Columbia,Female,<10
2017,Southern,District of Columbia,All,<10
2017,Southern,Florida,Male,524
2017,Southern,Florida,Female,36
2017,Southern,Florida,All,560
2017,Southern,Georgia,Male,207
2017,Southern,Georgia,Female,10
2017,Southern,Georgia,All,217
2017,Southern,Kentucky,Male,110-120
2017,Southern,Kentucky,Female,<10
2017,Southern,Kentucky,All,119
2017,Southern,Louisiana,Male,100-110
2017,Southern,Louisiana,Female,<10
2017,Southern,Louisiana,All,107
2017,Southern,Maryland,Male,80-90
2017,Southern,Maryland,Female,<10
2017,Southern,Maryland,All,89
2017,Southern,Mississippi,Male,60-70
2017,Southern,Mississippi,Female,<10
2017,Southern,Mississippi,All,70
2017,Southern,North Carolina,Male,219
2017,Southern,North Carolina,Female,13
2017,Southern,North Carolina,All,232
2017,Southern,Oklahoma,Male,90-100
2017,Southern,Oklahoma,Female,<10
2017,Southern,Oklahoma,All,100
2017,Southern,South Carolina,Male,110-120
2017,Southern,South Carolina,Female,<10
2017,Southern,South Carolina,All,124
2017,Southern,Tennessee,Male,163
2017,Southern,Tennessee,Female,14
2017,Southern,Tennessee,All,177
2017,Southern,Texas,Male,517
2017,Southern,Texas,Female,26
2017,Southern,Texas,All,543
2017,Southern,Virginia,Male,158
2017,Southern,Virginia,Female,17
2017,Southern,Virginia,All,175
2017,Southern,West Virginia,Male,60-70
2017,Southern,West Virginia,Female,<10
2017,Southern,West Virginia,All,64
2017,Western,Alaska,Male,20-30
2017,Western,Alaska,Female,<10
2017,Western,Alaska,All,28
2017,Western,Arizona,Male,221
2017,Western,Arizona,Female,18
2017,Western,Arizona,All,239
2017,Western,California,Male,509
2017,Western,California,Female,30
2017,Western,California,All,539
2017,Western,Colorado,Male,156
2017,Western,Colorado,Female,13
2017,Western,Colorado,All,169
2017,Western,Hawaii,Male,20-30
2017,Western,Hawaii,Female,<10
2017,Western,Hawaii,All,25
2017,Western,Idaho,Male,40-50
2017,Western,Idaho,Female,<10
2017,Western,Idaho,All,53
2017,Western,Montana,Male,50-60
2017,Western,Montana,Female,<10
2017,Western,Montana,All,58
2017,Western,Nevada,Male,113
2017,Western,Nevada,Female,12
2017,Western,Nevada,All,125
2017,Western,New Mexico,Male,70-80
2017,Western,New Mexico,Female,<10
2017,Western,New Mexico,All,78
2017,Western,Oregon,Male,150-160
2017,Western,Oregon,Female,<10
2017,Western,Oregon,All,158
2017,Western,Utah,Male,60-70
2017,Western,Utah,Female,<10
2017,Western,Utah,All,66
2017,Western,Washington,Male,182
2017,Western,Washington,Female,17
2017,Western,Washington,All,199
2017,Western,Wyoming,Male,20-30
2017,Western,Wyoming,Female,<10
2017,Western,Wyoming,All,28
2017,All,U.S. Total,Male,6405
2017,All,U.S. Total,Female,378
2017,All,U.S. Total,All,6783
2018,Northeastern,Connecticut,Male,40-50
2018,Northeastern,Connecticut,Female,<10
2018,Northeastern,Connecticut,All,48
2018,Northeastern,Maine,Male,40-50
2018,Northeastern,Maine,Female,<10
2018,Northeastern,Maine,All,48
2018,Northeastern,Massachusetts,Male,60-70
2018,Northeastern,Massachusetts,Female,<10
2018,Northeastern,Massachusetts,All,71
2018,Northeastern,New Hampshire,Male,30-40
2018,Northeastern,New Hampshire,Female,<10
2018,Northeastern,New Hampshire,All,40
2018,Northeastern,New Jersey,Male,60-70
2018,Northeastern,New Jersey,Female,<10
2018,Northeastern,New Jersey,All,66
2018,Northeastern,New York,Male,170-180
2018,Northeastern,New York,Female,<10
2018,Northeastern,New York,All,184
2018,Northeastern,Pennsylvania,Male,266
2018,Northeastern,Pennsylvania,Female,12
2018,Northeastern,Pennsylvania,All,278
2018,Northeastern,Rhode Island,Male,10-20
2018,Northeastern,Rhode Island,Female,<10
2018,Northeastern,Rhode Island,All,15
2018,Northeastern,Vermont,Male,10-20
2018,Northeastern,Vermont,Female,<10
2018,Northeastern,Vermont,All,14
2018,Midwestern,Illinois,Male,152
2018,Midwestern,Illinois,Female,13
2018,Midwestern,Illinois,All,165
2018,Midwestern,Indiana,Male,130-140
2018,Midwestern,Indiana,Female,<10
2018,Midwestern,Indiana,All,147
2018,Midwestern,Iowa,Male,60-70
2018,Midwestern,Iowa,Female,<10
2018,Midwestern,Iowa,All,63
2018,Midwestern,Kansas,Male,70-80
2018,Midwestern,Kansas,Female,<10
2018,Midwestern,Kansas,All,83
2018,Midwestern,Michigan,Male,210-220
2018,Midwestern,Michigan,Female,<10
2018,Midwestern,Michigan,All,217
2018,Midwestern,Minnesota,Male,90-100
2018,Midwestern,Minnesota,Female,<10
2018,Midwestern,Minnesota,All,100
2018,Midwestern,Missouri,Male,190
2018,Midwestern,Missouri,Female,14
2018,Midwestern,Missouri,All,204
2018,Midwestern,Nebraska,Male,40-50
2018,Midwestern,Nebraska,Female,<10
2018,Midwestern,Nebraska,All,44
2018,Midwestern,North Dakota,Male,10-20
2018,Midwestern,North Dakota,Female,<10
2018,Midwestern,North Dakota,All,19
2018,Midwestern,Ohio,Male,220-230
2018,Midwestern,Ohio,Female,<10
2018,Midwestern,Ohio,All,234
2018,Midwestern,South Dakota,Male,20-30
2018,Midwestern,South Dakota,Female,<10
2018,Midwestern,South Dakota,All,27
2018,Midwestern,Wisconsin,Male,110-120
2018,Midwestern,Wisconsin,Female,<10
2018,Midwestern,Wisconsin,All,118
2018,Southern,Alabama,Male,130-140
2018,Southern,Alabama,Female,<10
2018,Southern,Alabama,All,145
2018,Southern,Arkansas,Male,70-80
2018,Southern,Arkansas,Female,<10
2018,Southern,Arkansas,All,81
2018,Southern,Delaware,Male,10-20
2018,Southern,Delaware,Female,<10
2018,Southern,Delaware,All,17
2018,Southern,District of Columbia,Male,<10
2018,Southern,District of Columbia,Female,<10
2018,Southern,District of Columbia,All,<10
2018,Southern,Florida,Male,580
2018,Southern,Florida,Female,27
2018,Southern,Florida,All,607
2018,Southern,Georgia,Male,205
2018,Southern,Georgia,Female,13
2018,Southern,Georgia,All,218
2018,Southern,Kentucky,Male,111
2018,Southern,Kentucky,Female,11
2018,Southern,Kentucky,All,122
2018,Southern,Louisiana,Male,90-100
2018,Southern,Louisiana,Female,<10
2018,Southern,Louisiana,All,100
2018,Southern,Maryland,Male,83
2018,Southern,Maryland,Female,12
2018,Southern,Maryland,All,95
2018,Southern,Mississippi,Male,60-70
2018,Southern,Mississippi,Female,<10
2018,Southern,Mississippi,All,66
2018,Southern,North Carolina,Male,203
2018,Southern,North Carolina,Female,12
2018,Southern,North Carolina,All,215
2018,Southern,Oklahoma,Male,120-130
2018,Southern,Oklahoma,Female,<10
2018,Southern,Oklahoma,All,129
2018,Southern,South Carolina,Male,110-120
2018,Southern,South Carolina,Female,<10
2018,Southern,South Carolina,All,119
2018,Southern,Tennessee,Male,177
2018,Southern,Tennessee,Female,12
2018,Southern,Tennessee,All,189
2018,Southern,Texas,Male,496
2018,Southern,Texas,Female,42
2018,Southern,Texas,All,538
2018,Southern,Virginia,Male,173
2018,Southern,Virginia,Female,10
2018,Southern,Virginia,All,183
2018,Southern,West Virginia,Male,60-70
2018,Southern,West Virginia,Female,<10
2018,Southern,West Virginia,All,65
2018,Western,Alaska,Male,10-20
2018,Western,Alaska,Female,<10
2018,Western,Alaska,All,19
2018,Western,Arizona,Male,227
2018,Western,Arizona,Female,10
2018,Western,Arizona,All,237
2018,Western,California,Male,540
2018,Western,California,Female,21
2018,Western,California,All,561
2018,Western,Colorado,Male,174
2018,Western,Colorado,Female,12
2018,Western,Colorado,All,186
2018,Western,Hawaii,Male,10-20
2018,Western,Hawaii,Female,<10
2018,Western,Hawaii,All,19
2018,Western,Idaho,Male,50-60
2018,Western,Idaho,Female,<10
2018,Western,Idaho,All,56
2018,Western,Montana,Male,50-60
2018,Western,Montana,Female,<10
2018,Western,Montana,All,57
2018,Western,Nevada,Male,80-90
2018,Western,Nevada,Female,<10
2018,Western,Nevada,All,97
2018,Western,New Mexico,Male,60-70
2018,Western,New Mexico,Female,<10
2018,Western,New Mexico,All,75
2018,Western,Oregon,Male,140-150
2018,Western,Oregon,Female,<10
2018,Western,Oregon,All,152
2018,Western,Utah,Male,50-60
2018,Western,Utah,Female,<10
2018,Western,Utah,All,54
2018,Western,Washington,Male,170-180
2018,Western,Washington,Female,<10
2018,Western,Washington,All,187
2018,Western,Wyoming,Male,10-20
2018,Western,Wyoming,Female,<10
2018,Western,Wyoming,All,18
2018,All,U.S. Total,Male,6439
2018,All,U.S. Total,Female,357
2018,All,U.S. Total,All,6796
2019,Northeastern,Connecticut,Male,40-50
2019,Northeastern,Connecticut,Female,<10
2019,Northeastern,Connecticut,All,47
2019,Northeastern,Maine,Male,30-40
2019,Northeastern,Maine,Female,<10
2019,Northeastern,Maine,All,36
2019,Northeastern,Massachusetts,Male,60-70
2019,Northeastern,Massachusetts,Female,<10
2019,Northeastern,Massachusetts,All,71
2019,Northeastern,New Hampshire,Male,30-40
2019,Northeastern,New Hampshire,Female,<10
2019,Northeastern,New Hampshire,All,39
2019,Northeastern,New Jersey,Male,60-70
2019,Northeastern,New Jersey,Female,<10
2019,Northeastern,New Jersey,All,64
2019,Northeastern,New York,Male,150-160
2019,Northeastern,New York,Female,<10
2019,Northeastern,New York,All,160
2019,Northeastern,Pennsylvania,Male,271
2019,Northeastern,Pennsylvania,Female,12
2019,Northeastern,Pennsylvania,All,283
2019,Northeastern,Rhode Island,Male,<10
2019,Northeastern,Rhode Island,Female,<10
2019,Northeastern,Rhode Island,All,<10
2019,Northeastern,Vermont,Male,10-20
2019,Northeastern,Vermont,Female,<10
2019,Northeastern,Vermont,All,18
2019,Midwestern,Illinois,Male,160-170
2019,Midwestern,Illinois,Female,<10
2019,Midwestern,Illinois,All,176
2019,Midwestern,Indiana,Male,110-120
2019,Midwestern,Indiana,Female,<10
2019,Midwestern,Indiana,All,127
2019,Midwestern,Iowa,Male,70-80
2019,Midwestern,Iowa,Female,<10
2019,Midwestern,Iowa,All,74
2019,Midwestern,Kansas,Male,60-70
2019,Midwestern,Kansas,Female,<10
2019,Midwestern,Kansas,All,73
2019,Midwestern,Michigan,Male,177
2019,Midwestern,Michigan,Female,10
2019,Midwestern,Michigan,All,187
2019,Midwestern,Minnesota,Male,80-90
2019,Midwestern,Minnesota,Female,<10
2019,Midwestern,Minnesota,All,93
2019,Midwestern,Missouri,Male,180-190
2019,Midwestern,Missouri,Female,<10
2019,Midwestern,Missouri,All,194
2019,Midwestern,Nebraska,Male,40-50
2019,Midwestern,Nebraska,Female,<10
2019,Midwestern,Nebraska,All,50
2019,Midwestern,North Dakota,Male,10-20
2019,Midwestern,North Dakota,Female,<10
2019,Midwestern,North Dakota,All,15
2019,Midwestern,Ohio,Male,251
2019,Midwestern,Ohio,Female,15
2019,Midwestern,Ohio,All,266
2019,Midwestern,South Dakota,Male,20-30
2019,Midwestern,South Dakota,Female,<10
2019,Midwestern,South Dakota,All,24
2019,Midwestern,Wisconsin,Male,90-100
2019,Midwestern,Wisconsin,Female,<10
2019,Midwestern,Wisconsin,All,99
2019,Southern,Alabama,Male,100-110
2019,Southern,Alabama,Female,<10
2019,Southern,Alabama,All,112
2019,Southern,Arkansas,Male,80-90
2019,Southern,Arkansas,Female,<10
2019,Southern,Arkansas,All,87
2019,Southern,Delaware,Male,10-20
2019,Southern,Delaware,Female,<10
2019,Southern,Delaware,All,11
2019,Southern,District of Columbia,Male,<10
2019,Southern,District of Columbia,Female,<10
2019,Southern,District of Columbia,All,<10
2019,Southern,Florida,Male,542
2019,Southern,Florida,Female,31
2019,Southern,Florida,All,573
2019,Southern,Georgia,Male,200-210
2019,Southern,Georgia,Female,<10
2019,Southern,Georgia,All,209
2019,Southern,Kentucky,Male,90-100
2019,Southern,Kentucky,Female,<10
2019,Southern,Kentucky,All,100
2019,Southern,Louisiana,Male,80-90
2019,Southern,Louisiana,Female,<10
2019,Southern,Louisiana,All,91
2019,Southern,Maryland,Male,60-70
2019,Southern,Maryland,Female,<10
2019,Southern,Maryland,All,69
2019,Southern,Mississippi,Male,60-70
2019,Southern,Mississippi,Female,<10
2019,Southern,Mississippi,All,65
2019,Southern,North Carolina,Male,175
2019,Southern,North Carolina,Female,10
2019,Southern,North Carolina,All,185
2019,Southern,Oklahoma,Male,100-110
2019,Southern,Oklahoma,Female,<10
2019,Southern,Oklahoma,All,114
2019,Southern,South Carolina,Male,120-130
2019,Southern,South Carolina,Female,<10
2019,Southern,South Carolina,All,131
2019,Southern,Tennessee,Male,180-190
2019,Southern,Tennessee,Female,<10
2019,Southern,Tennessee,All,189
2019,Southern,Texas,Male,475
2019,Southern,Texas,Female,48
2019,Southern,Texas,All,523
2019,Southern,Virginia,Male,177
2019,Southern,Virginia,Female,15
2019,Southern,Virginia,All,192
2019,Southern,West Virginia,Male,40-50
2019,Southern,West Virginia,Female,<10
2019,Southern,West Virginia,All,50
2019,Western,Alaska,Male,20-30
2019,Western,Alaska,Female,<10
2019,Western,Alaska,All,25
2019,Western,Arizona,Male,226
2019,Western,Arizona,Female,12
2019,Western,Arizona,All,238
2019,Western,California,Male,466
2019,Western,California,Female,23
2019,Western,California,All,489
2019,Western,Colorado,Male,164
2019,Western,Colorado,Female,10
2019,Western,Colorado,All,174
2019,Western,Hawaii,Male,10-20
2019,Western,Hawaii,Female,<10
2019,Western,Hawaii,All,21
2019,Western,Idaho,Male,50-60
2019,Western,Idaho,Female,<10
2019,Western,Idaho,All,53
2019,Western,Montana,Male,50-60
2019,Western,Montana,Female,<10
2019,Western,Montana,All,54
2019,Western,Nevada,Male,100-110
2019,Western,Nevada,Female,<10
2019,Western,Nevada,All,115
2019,Western,New Mexico,Male,60-70
2019,Western,New Mexico,Female,<10
2019,Western,New Mexico,All,73
2019,Western,Oregon,Male,134
2019,Western,Oregon,Female,11
2019,Western,Oregon,All,145
2019,Western,Utah,Male,50-60
2019,Western,Utah,Female,<10
2019,Western,Utah,All,57
2019,Western,Washington,Male,190
2019,Western,Washington,Female,10
2019,Western,Washington,All,200
2019,Western,Wyoming,Male,30-40
2019,Western,Wyoming,Female,<10
2019,Western,Wyoming,All,35
2019,All,U.S. Total,Male,6144
2019,All,U.S. Total,Female,345
2019,All,U.S. Total,All,6489
2020,Northeastern,Connecticut,Male,30-40
2020,Northeastern,Connecticut,Female,<10
2020,Northeastern,Connecticut,All,40
2020,Northeastern,Maine,Male,30-40
2020,Northeastern,Maine,Female,<10
2020,Northeastern,Maine,All,38
2020,Northeastern,Massachusetts,Male,50-60
2020,Northeastern,Massachusetts,Female,<10
2020,Northeastern,Massachusetts,All,58
2020,Northeastern,New Hampshire,Male,30-40
2020,Northeastern,New Hampshire,Female,<10
2020,Northeastern,New Hampshire,All,36
2020,Northeastern,New Jersey,Male,50-60
2020,Northeastern,New Jersey,Female,<10
2020,Northeastern,New Jersey,All,58
2020,Northeastern,New York,Male,130-140
2020,Northeastern,New York,Female,<10
2020,Northeastern,New York,All,143
2020,Northeastern,Pennsylvania,Male,230-240
2020,Northeastern,Pennsylvania,Female,<10
2020,Northeastern,Pennsylvania,All,240
2020,Northeastern,Rhode Island,Male,10-20
2020,Northeastern,Rhode Island,Female,<10
2020,Northeastern,Rhode Island,All,14
2020,Northeastern,Vermont,Male,<10
2020,Northeastern,Vermont,Female,<10
2020,Northeastern,Vermont,All,12
2020,Midwestern,Illinois,Male,140-150
2020,Midwestern,Illinois,Female,<10
2020,Midwestern,Illinois,All,151
2020,Midwestern,Indiana,Male,140-150
2020,Midwestern,Indiana,Female,<10
2020,Midwestern,Indiana,All,150
2020,Midwestern,Iowa,Male,60-70
2020,Midwestern,Iowa,Female,<10
2020,Midwestern,Iowa,All,69
2020,Midwestern,Kansas,Male,50-60
2020,Midwestern,Kansas,Female,<10
